Id,User Id,Mentions,Hashtags,Filtered Text,Polarity,Subjectivity,Compound Score,Cluster Label,,
1.25E+18,1.21E+18,DarkInjustices,,reason fuck pussi get dick wet enough fuck ass,-0.225,0.525,-0.93,1,,
1.25E+18,20848371,Oloni,,hate peopl act dumb block nearli k follow filter lot shit daili whil,-0.255,0.52,-0.926,1,,
1.25E+18,2882305486,SHENYENG,,cheat caught didnt realli love love make peopl blind,0.166666667,0.622222222,-0.9254,1,,
1.25E+18,7.89E+17,AwakenedOutlaw,,presid fight mine everi goddamn day constant attack evil sumbitch seek,-0.5,0.666666667,-0.9231,1,,
1.25E+18,1.00E+18,AwakenedOutlaw,,presid fight mine everi goddamn day constant attack evil sumbitch seek,-0.5,0.666666667,-0.9231,1,,
1.25E+18,506329160,AwakenedOutlaw,,presid fight mine everi goddamn day constant attack evil sumbitch seek,-0.5,0.666666667,-0.9231,1,,
1.25E+18,1.03E+18,AwakenedOutlaw,,presid fight mine everi goddamn day constant attack evil sumbitch seek,-0.5,0.666666667,-0.9231,1,,
1.25E+18,7.06E+17,AwakenedOutlaw,,presid fight mine everi goddamn day constant attack evil sumbitch seek,-0.5,0.666666667,-0.9231,1,,
1.25E+18,1.13E+18,MILFBratCombo,,rt use violet tight ass use sloppi cunt danger week fuck raw,-0.365201465,0.599450549,-0.9231,1,,
1.25E+18,2493572690,AwakenedOutlaw,,presid fight mine everi goddamn day constant attack evil sumbitch seek,-0.5,0.666666667,-0.9231,1,,
1.25E+18,864016609,AwakenedOutlaw,,presid fight mine everi goddamn day constant attack evil sumbitch seek,-0.5,0.666666667,-0.9231,1,,
1.25E+18,1.20E+18,Devoleena_23,,els one eect shehnaz fandom yet amp one mani shame shame time block worst f,-0.25,0.75,-0.9217,1,,
1.25E+18,380115258,"JadeJacqueline1, That_Deud_Chras, PaytonSorensen1",,yea get fuck know father lol dumb ass bitch,-0.058333333,0.633333333,-0.9217,1,,
1.25E+18,787913383,jkitttty,,hate neg ass bitch like live bro,-0.321212121,0.6,-0.9217,1,,
1.25E+18,1.21E+18,Devoleena_23,,els one eect shehnaz fandom yet amp one mani shame shame time block worst f,-0.25,0.75,-0.9217,1,,
1.25E+18,9.81E+17,jkitttty,,hate neg ass bitch like live bro,-0.321212121,0.6,-0.9217,1,,
1.25E+18,1.06E+18,Devoleena_23,,els one eect shehnaz fandom yet amp one mani shame shame time block worst f,-0.25,0.75,-0.9217,1,,
1.25E+18,3000874049,jkitttty,,hate neg ass bitch like live bro,-0.321212121,0.6,-0.9217,1,,
1.25E+18,9.12E+17,jkitttty,,hate neg ass bitch like live bro,-0.321212121,0.6,-0.9217,1,,
1.25E+18,7.07E+17,NoControlProjec,,wtf niall hell harri say loui amp zayn ate per usual wtf niall,-0.416666667,0.75,-0.9217,1,,
1.25E+18,2548961455,jkitttty,,hate neg ass bitch like live bro,-0.321212121,0.6,-0.9217,1,,
1.25E+18,7.16E+17,jkitttty,,hate neg ass bitch like live bro,-0.321212121,0.6,-0.9217,1,,
1.25E+18,1350881539,jkitttty,,hate neg ass bitch like live bro,-0.321212121,0.6,-0.9217,1,,
1.25E+18,1.22E+18,Devoleena_23,,els one eect shehnaz fandom yet amp one mani shame shame time block worst f,-0.25,0.75,-0.9217,1,,
1.25E+18,622271504,arriagax2,,ansel elgort big dick stop sleep hate bird bath bitch,-0.4,0.5,-0.9201,1,,
1.25E+18,1.07E+18,"BrandtsBoys, brandtsboysnash",,boy fuck toy fuck tri cum fail retweet wan na,-0.475,0.4625,-0.9201,1,,
1.25E+18,9.59E+17,"rosaleilani, WomanRises, Wipapa5",,trump murder bid guilti murder right along,-0.107142857,0.767857143,-0.9201,1,,
1.25E+18,7.12E+17,"LindaSuhler, realDonaldTrump",,lame stream media one trick poni stuck destroy trump hell get fact,-0.35,0.375,-0.9201,1,,
1.25E+18,9.95E+17,DiirtyDiiana,,cri realli fuck hair cri real tear,-0.2,0.55,-0.9195,1,,
1.25E+18,294225265,DiirtyDiiana,,cri realli fuck hair cri real tear,-0.2,0.55,-0.9195,1,,
1.25E+18,1490269657,Ron215__,,half citi hous amp nigga still get kill philli shit crazi,-0.291666667,0.466666667,-0.9169,1,,
1.25E+18,82277624,dbongino,,equal pathet peopl posit author abandon peopl terror attack come back home,-0.5,0.5,-0.9153,1,,
1.25E+18,1.02E+18,dbongino,,equal pathet peopl posit author abandon peopl terror attack come back home,-0.5,0.5,-0.9153,1,,
1.25E+18,9.31E+17,dbongino,,equal pathet peopl posit author abandon peopl terror attack come back home,-0.5,0.5,-0.9153,1,,
1.25E+18,3321307957,dbongino,,equal pathet peopl posit author abandon peopl terror attack come back home,-0.5,0.5,-0.9153,1,,
1.25E+18,9.58E+17,omeretta4l,,everyth genuin ion fuck gone fake like shit weird unhealthi,-0.266666667,0.766666667,-0.9153,1,,
1.25E+18,1.01E+18,dbongino,,equal pathet peopl posit author abandon peopl terror attack come back home,-0.5,0.5,-0.9153,1,,
1.25E+18,9.27E+17,omeretta4l,,everyth genuin ion fuck gone fake like shit weird unhealthi,-0.266666667,0.766666667,-0.9153,1,,
1.25E+18,2388145508,WelshGasDoc,,cruellest thing lousi fuck viru lone isol make patient feel hosp,-0.4,0.666666667,-0.9143,1,,
1.25E+18,404058636,adibzahran,COVID19,massiv collaps sever pre recess malaysian economi crisi amp begin,0,1,-0.9136,1,,
1.25E+18,1950866635,adibzahran,COVID19,massiv collaps sever pre recess malaysian economi crisi amp begin,0,1,-0.9136,1,,
1.25E+18,483017994,adibzahran,COVID19,massiv collaps sever pre recess malaysian economi crisi amp begin,0,1,-0.9136,1,,
1.25E+18,239789776,adibzahran,COVID19,massiv collaps sever pre recess malaysian economi crisi amp begin,0,1,-0.9136,1,,
1.25E+18,238238293,RealLeafward,,hate text back bro ass nigga nigga dead bro slide,-0.333333333,0.433333333,-0.91,1,,
1.25E+18,7.60E+17,RealLeafward,,hate text back bro ass nigga nigga dead bro slide,-0.333333333,0.433333333,-0.91,1,,
1.25E+18,1.24E+18,RealLeafward,,hate text back bro ass nigga nigga dead bro slide,-0.333333333,0.433333333,-0.91,1,,
1.25E+18,1.22E+18,mangosidheart,,realli hurt man kya din agaya sidheart req one evil woman abus sid constantli bb request,-0.266666667,0.511111111,-0.908,1,,
1.25E+18,1.13E+18,mangosidheart,,realli hurt man kya din agaya sidheart req one evil woman abus sid constantli bb request,-0.266666667,0.511111111,-0.908,1,,
1.25E+18,1.20E+18,mangosidheart,,realli hurt man kya din agaya sidheart req one evil woman abus sid constantli bb request,-0.266666667,0.511111111,-0.908,1,,
1.25E+18,1.24E+18,mangosidheart,,realli hurt man kya din agaya sidheart req one evil woman abus sid constantli bb request,-0.266666667,0.511111111,-0.908,1,,
1.25E+18,1.21E+18,mangosidheart,,realli hurt man kya din agaya sidheart req one evil woman abus sid constantli bb request,-0.266666667,0.511111111,-0.908,1,,
1.25E+18,260096410,LeitungEvolved,,hate anim cross fan bad mf post video tortur npc sign butterfli net becau,-0.5,0.522222222,-0.9042,1,,
1.25E+18,3257225784,LeitungEvolved,,hate anim cross fan bad mf post video tortur npc sign butterfli net becau,-0.5,0.522222222,-0.9042,1,,
1.25E+18,7.07E+17,OGSaffron,,even els goe hell secularist first reflex flex secular pathet slavish weak,-0.375,0.652777778,-0.9042,1,,
1.25E+18,2835493783,OGSaffron,,even els goe hell secularist first reflex flex secular pathet slavish weak,-0.375,0.652777778,-0.9042,1,,
1.25E+18,125671170,_Tynece,,dang women realli poison bodi birth control sex loser hate see,-0.266666667,0.433333333,-0.9041,1,,
1.25E+18,279211445,HornyFacts,,hate quiet sex tell gone kill someth damn,-0.4,0.616666667,-0.9022,1,,
1.25E+18,446640182,minababyy1,,worst fear boyfriend die bitch post last night ima flip mf casket ove,-0.5,0.533333333,-0.9022,1,,
1.25E+18,3363685239,"theonlyblasiann, badgirlchix",,bitch repli everi fuckin tweet wan na hate bad follow make make sens get,-0.566666667,0.572222222,-0.9001,1,,
1.25E+18,2374280454,Karl_Fredericks,,fear anxieti uncertainti stress loss small hand way everybodi affect,-0.25,0.4,-0.9001,1,,
1.25E+18,3498750434,wedontmix,,damn women realli go sad hell,-0.15,0.6,-0.8988,1,,
1.25E+18,8.28E+17,"Swiftyme123, robinette28_a, itsJeffTiedrich, realDonaldTrump",,caus made wors fail respond lie deni,-0.45,0.45,-0.8979,1,,
1.25E+18,9.91E+17,itssbrittg,,one minut babygirl next minut stupid bitch hate,-0.533333333,0.633333333,-0.8979,1,,
1.25E+18,1.13E+18,itssbrittg,,one minut babygirl next minut stupid bitch hate,-0.533333333,0.633333333,-0.8979,1,,
1.25E+18,1.03E+18,itssbrittg,,one minut babygirl next minut stupid bitch hate,-0.533333333,0.633333333,-0.8979,1,,
1.25E+18,9.87E+17,itssbrittg,,one minut babygirl next minut stupid bitch hate,-0.533333333,0.633333333,-0.8979,1,,
1.25E+18,473040173,AghiadHaloul,,anger frustrat irrit anxieti,-0.7,0.2,-0.8957,1,,
1.25E+18,3347781292,anikasabrinn,,damn crazi much shit ppl talk parent onlin gross,-0.266666667,0.566666667,-0.8957,1,,
1.25E+18,1.10E+18,KiranKS,,dilli shame india decemb illeg road blockad shaheen bagh dilli shame india januari jn,-0.5,0.5,-0.8957,1,,
1.25E+18,8.28E+17,_HYPHYWIFEY,,whoever said argu w bitch still ugli birthday funni fuck lmaooooooo,-0.283333333,0.866666667,-0.8934,1,,
1.25E+18,1.05E+18,_HYPHYWIFEY,,whoever said argu w bitch still ugli birthday funni fuck lmaooooooo,-0.283333333,0.866666667,-0.8934,1,,
1.25E+18,90749180,_HYPHYWIFEY,,whoever said argu w bitch still ugli birthday funni fuck lmaooooooo,-0.283333333,0.866666667,-0.8934,1,,
1.25E+18,3319707742,_HYPHYWIFEY,,whoever said argu w bitch still ugli birthday funni fuck lmaooooooo,-0.283333333,0.866666667,-0.8934,1,,
1.25E+18,2907741991,_HYPHYWIFEY,,whoever said argu w bitch still ugli birthday funni fuck lmaooooooo,-0.283333333,0.866666667,-0.8934,1,,
1.25E+18,2686023585,_HYPHYWIFEY,,whoever said argu w bitch still ugli birthday funni fuck lmaooooooo,-0.283333333,0.866666667,-0.8934,1,,
1.25E+18,1.12E+18,_HYPHYWIFEY,,whoever said argu w bitch still ugli birthday funni fuck lmaooooooo,-0.283333333,0.866666667,-0.8934,1,,
1.25E+18,8.25E+17,_HYPHYWIFEY,,whoever said argu w bitch still ugli birthday funni fuck lmaooooooo,-0.283333333,0.866666667,-0.8934,1,,
1.25E+18,8.03E+17,_HYPHYWIFEY,,whoever said argu w bitch still ugli birthday funni fuck lmaooooooo,-0.283333333,0.866666667,-0.8934,1,,
1.25E+18,1.14E+18,_HYPHYWIFEY,,whoever said argu w bitch still ugli birthday funni fuck lmaooooooo,-0.283333333,0.866666667,-0.8934,1,,
1.25E+18,1.07E+18,_HYPHYWIFEY,,whoever said argu w bitch still ugli birthday funni fuck lmaooooooo,-0.283333333,0.866666667,-0.8934,1,,
1.25E+18,1.23E+18,_HYPHYWIFEY,,whoever said argu w bitch still ugli birthday funni fuck lmaooooooo,-0.283333333,0.866666667,-0.8934,1,,
1.25E+18,737995987,_HYPHYWIFEY,,whoever said argu w bitch still ugli birthday funni fuck lmaooooooo,-0.283333333,0.866666667,-0.8934,1,,
1.25E+18,2957721212,_HYPHYWIFEY,,whoever said argu w bitch still ugli birthday funni fuck lmaooooooo,-0.283333333,0.866666667,-0.8934,1,,
1.25E+18,2180207547,_HYPHYWIFEY,,whoever said argu w bitch still ugli birthday funni fuck lmaooooooo,-0.283333333,0.866666667,-0.8934,1,,
1.25E+18,8.78E+17,_HYPHYWIFEY,,whoever said argu w bitch still ugli birthday funni fuck lmaooooooo,-0.283333333,0.866666667,-0.8934,1,,
1.25E+18,2941465056,_HYPHYWIFEY,,whoever said argu w bitch still ugli birthday funni fuck lmaooooooo,-0.283333333,0.866666667,-0.8934,1,,
1.25E+18,7.51E+17,_HYPHYWIFEY,,whoever said argu w bitch still ugli birthday funni fuck lmaooooooo,-0.283333333,0.866666667,-0.8934,1,,
1.25E+18,238693108,_HYPHYWIFEY,,whoever said argu w bitch still ugli birthday funni fuck lmaooooooo,-0.283333333,0.866666667,-0.8934,1,,
1.25E+18,1.02E+18,_HYPHYWIFEY,,whoever said argu w bitch still ugli birthday funni fuck lmaooooooo,-0.283333333,0.866666667,-0.8934,1,,
1.25E+18,86438706,_HYPHYWIFEY,,whoever said argu w bitch still ugli birthday funni fuck lmaooooooo,-0.283333333,0.866666667,-0.8934,1,,
1.25E+18,2215309537,_HYPHYWIFEY,,whoever said argu w bitch still ugli birthday funni fuck lmaooooooo,-0.283333333,0.866666667,-0.8934,1,,
1.25E+18,2606624782,_HYPHYWIFEY,,whoever said argu w bitch still ugli birthday funni fuck lmaooooooo,-0.283333333,0.866666667,-0.8934,1,,
1.25E+18,3060830701,_HYPHYWIFEY,,whoever said argu w bitch still ugli birthday funni fuck lmaooooooo,-0.283333333,0.866666667,-0.8934,1,,
1.25E+18,7.84E+17,_HYPHYWIFEY,,whoever said argu w bitch still ugli birthday funni fuck lmaooooooo,-0.283333333,0.866666667,-0.8934,1,,
1.25E+18,9.60E+17,_HYPHYWIFEY,,whoever said argu w bitch still ugli birthday funni fuck lmaooooooo,-0.283333333,0.866666667,-0.8934,1,,
1.25E+18,281094115,_HYPHYWIFEY,,whoever said argu w bitch still ugli birthday funni fuck lmaooooooo,-0.283333333,0.866666667,-0.8934,1,,
1.25E+18,1.15E+18,_HYPHYWIFEY,,whoever said argu w bitch still ugli birthday funni fuck lmaooooooo,-0.283333333,0.866666667,-0.8934,1,,
1.25E+18,3231117865,_HYPHYWIFEY,,whoever said argu w bitch still ugli birthday funni fuck lmaooooooo,-0.283333333,0.866666667,-0.8934,1,,
1.25E+18,4153176537,_HYPHYWIFEY,,whoever said argu w bitch still ugli birthday funni fuck lmaooooooo,-0.283333333,0.866666667,-0.8934,1,,
1.25E+18,1054389102,_HYPHYWIFEY,,whoever said argu w bitch still ugli birthday funni fuck lmaooooooo,-0.283333333,0.866666667,-0.8934,1,,
1.25E+18,2268394104,_HYPHYWIFEY,,whoever said argu w bitch still ugli birthday funni fuck lmaooooooo,-0.283333333,0.866666667,-0.8934,1,,
1.25E+18,1656322886,iamnauticap,,boutta catch argu bitch social media sorri shit,-0.222222222,0.622222222,-0.8934,1,,
1.25E+18,3483251114,_HYPHYWIFEY,,whoever said argu w bitch still ugli birthday funni fuck lmaooooooo,-0.283333333,0.866666667,-0.8934,1,,
1.25E+18,8.12E+17,_HYPHYWIFEY,,whoever said argu w bitch still ugli birthday funni fuck lmaooooooo,-0.283333333,0.866666667,-0.8934,1,,
1.25E+18,2811676705,_HYPHYWIFEY,,whoever said argu w bitch still ugli birthday funni fuck lmaooooooo,-0.283333333,0.866666667,-0.8934,1,,
1.25E+18,268948855,_HYPHYWIFEY,,whoever said argu w bitch still ugli birthday funni fuck lmaooooooo,-0.283333333,0.866666667,-0.8934,1,,
1.25E+18,468919889,_HYPHYWIFEY,,whoever said argu w bitch still ugli birthday funni fuck lmaooooooo,-0.283333333,0.866666667,-0.8934,1,,
1.25E+18,1.04E+18,_HYPHYWIFEY,,whoever said argu w bitch still ugli birthday funni fuck lmaooooooo,-0.283333333,0.866666667,-0.8934,1,,
1.25E+18,2929767821,_HYPHYWIFEY,,whoever said argu w bitch still ugli birthday funni fuck lmaooooooo,-0.283333333,0.866666667,-0.8934,1,,
1.25E+18,2843830329,tyjeria_shana,,covid get bad bad next month amp think shit gone two week one,-0.4,0.533333333,-0.891,1,,
1.25E+18,1.12E+18,ChimGAT,,let get one thing straight beyonc could well evil thiev devil new world order illuminati bitch,-0.221212121,0.618181818,-0.891,1,,
1.25E+18,242929999,Ilhan,,retali employe labor organ feder crime best cruel worst crimin http,-0.35,0.7125,-0.891,1,,
1.25E+18,448144263,ShoMunyon,,nobodi taught game learn di shit day day fuck fuck,-0.35,0.6,-0.891,1,,
1.25E+18,9.98E+17,bigdicksuckers,,desper know punish cri poor boy,-0.4,0.733333333,-0.8885,1,,
1.25E+18,1.17E+18,CDN3030,,talkin bout hit runtown mad vs burna boy kill dem bigger hit like kill dem retwe,-0.3125,0.75,-0.8885,1,,
1.25E+18,9.35E+17,CDN3030,,talkin bout hit runtown mad vs burna boy kill dem bigger hit like kill dem retwe,-0.3125,0.75,-0.8885,1,,
1.25E+18,1.11E+18,ItsPrxy,,hate loser whole bunch loser think know stuff,-0.25,0.425,-0.8885,1,,
1.25E+18,9.19E+17,ItsPrxy,,hate loser whole bunch loser think know stuff,-0.25,0.425,-0.8885,1,,
1.25E+18,7.77E+17,kqrasuno,,hinata shouyo rli said fuck social distanc fuck person space fuck talk stranger,-0.233333333,0.433333333,-0.8885,1,,
1.25E+18,360264947,girlziplocked,,peopl without trauma wow thing get realli bad bare function everyon trauma oh hell yeah fi,-0.183333333,0.588888889,-0.8878,1,,
1.25E+18,935315053,Postsubman,,coronaviru pandem lockdown actress ada ameh wept bitterli eress frustrat lack power,-0.1,0.5,-0.886,1,,
1.25E+18,1.18E+18,lyssamakenzie,,alway bitch dirti stove wan na talk shit,-0.333333333,0.583333333,-0.886,1,,
1.25E+18,1631652128,"pistolsnpoetry, simonefiasco_",,cough extrem loudli listen aight boom know menac tl terror menac,0.1,0.8,-0.886,1,,
1.25E+18,1.10E+18,Priya_27_,,countri assault everi possibl angl indian journalist intern media bio terrorist bitter,-0.033333333,0.5,-0.8834,1,,
1.25E+18,3668859973,Priya_27_,,countri assault everi possibl angl indian journalist intern media bio terrorist bitter,-0.033333333,0.5,-0.8834,1,,
1.25E+18,2873077459,dbongino,,governor michigan embarrass disast confus think doctor also confus,-0.4,0.7,-0.8834,1,,
1.25E+18,1.21E+18,Priya_27_,,countri assault everi possibl angl indian journalist intern media bio terrorist bitter,-0.033333333,0.5,-0.8834,1,,
1.25E+18,1.16E+18,Priya_27_,,countri assault everi possibl angl indian journalist intern media bio terrorist bitter,-0.033333333,0.5,-0.8834,1,,
1.25E+18,9.16E+17,Priya_27_,,countri assault everi possibl angl indian journalist intern media bio terrorist bitter,-0.033333333,0.5,-0.8834,1,,
1.25E+18,851050849,nikkhiladvani,,unbeliev remorseless like danc grave one kill china need ban,-0.225,0.5,-0.8834,1,,
1.25E+18,1.24E+18,nikkhiladvani,,unbeliev remorseless like danc grave one kill china need ban,-0.225,0.5,-0.8834,1,,
1.25E+18,2762946039,iamquetta__,,date marri want famili fuck lil ass relationship shit,-0.3,0.7,-0.8834,1,,
1.25E+18,1.23E+18,KasimirUrbanski,,worthless public educ establish absolut terrifi parent realiz badli system wa,-0.325,0.633333333,-0.8832,1,,
1.25E+18,277997999,VonnSand,,littl shock social media becom safe rotten bastard spout bullshit,-0.088541667,0.466666667,-0.8809,1,,
1.25E+18,142169813,"psychforensic, GeorgePapa19",,tire vp tire tire said doubt mind potu,-0.4,0.7,-0.8807,1,,
1.25E+18,3304256563,SourrPaatch,,mf hate natur cool amp everybodi fuck amp mf intimid poor spirit amp,-0.3125,0.6875,-0.8807,1,,
1.25E+18,1.11E+18,"psychforensic, GeorgePapa19",,tire vp tire tire said doubt mind potu,-0.4,0.7,-0.8807,1,,
1.25E+18,2149005610,ZaraFizaKhan,,soft spot someon keep emot manipul shit worst,-0.275,0.7,-0.8807,1,,
1.25E+18,2907797965,lildurk,,fuck bitch broke heart think still date,-0.4,0.6,-0.8779,1,,
1.25E+18,1686440731,itsMilly2U,,quarantin hate see nake femal tire see ass pussi loooollll,-0.4,0.666666667,-0.8779,1,,
1.25E+18,82376539,Colkitto,,unionist journo tri hard contain anger frustrat salmond trial damag snp,-0.495833333,0.370833333,-0.8779,1,,
1.25E+18,1.18E+18,bIuetintz,,quarantin shit realli say women shit male attent im sorri lost,-0.14,0.58,-0.8768,1,,
1.25E+18,239498955,bIuetintz,,quarantin shit realli say women shit male attent im sorri lost,-0.14,0.58,-0.8768,1,,
1.25E+18,227144097,bIuetintz,,quarantin shit realli say women shit male attent im sorri lost,-0.14,0.58,-0.8768,1,,
1.25E+18,1858176654,bIuetintz,,quarantin shit realli say women shit male attent im sorri lost,-0.14,0.58,-0.8768,1,,
1.25E+18,309832977,bIuetintz,,quarantin shit realli say women shit male attent im sorri lost,-0.14,0.58,-0.8768,1,,
1.25E+18,8.32E+17,bIuetintz,,quarantin shit realli say women shit male attent im sorri lost,-0.14,0.58,-0.8768,1,,
1.25E+18,100366853,ACTBrigitte,,presid everyth fight pandem yet evil amp radic left still attack,-0.5,0.5,-0.875,1,,
1.25E+18,1.21E+18,nayelimoreno84,,someon bf privat definit fake disgust ass ho big fact,-0.375,0.61875,-0.875,1,,
1.25E+18,1.19E+18,BisMal15,,sexi song ci threaten fuck rong bai entir wed threaten murder groom father,0.033333333,0.741666667,-0.875,1,,
1.25E+18,1.24E+18,95Sports,,hate patriot end soul big big up aaron hernandez today absolut fuck kill,-0.35,0.475,-0.8742,1,,
1.25E+18,382968571,Beto_Kusyairy,,masa untuk social media distanc jugak untuk aku much stupid mani insult hatr everywher till,-0.022222222,0.522222222,-0.872,1,,
1.25E+18,1.21E+18,Beto_Kusyairy,,masa untuk social media distanc jugak untuk aku much stupid mani insult hatr everywher till,-0.022222222,0.522222222,-0.872,1,,
1.25E+18,1.04E+18,dope_papa23,,lose shit lil nigga shit someon,-0.2,0.8,-0.872,1,,
1.25E+18,2862962414,dope_papa23,,lose shit lil nigga shit someon,-0.2,0.8,-0.872,1,,
1.25E+18,401216027,ThatBloke_Jesus,,dude china ate bat whole world poor april fool ah shit sorri realli happen,-0.14,0.6,-0.872,1,,
1.25E+18,3012752167,RepMaxineWaters,,trump incompet idiot sent ton ppe china earli ignor warn amp call covid concern,-0.35,0.488888889,-0.872,1,,
1.25E+18,557336800,RepMaxineWaters,,trump incompet idiot sent ton ppe china earli ignor warn amp call covid concern,-0.35,0.488888889,-0.872,1,,
1.25E+18,1.09E+18,Beto_Kusyairy,,masa untuk social media distanc jugak untuk aku much stupid mani insult hatr everywher till,-0.022222222,0.522222222,-0.872,1,,
1.25E+18,61140118,RepMaxineWaters,,trump incompet idiot sent ton ppe china earli ignor warn amp call covid concern,-0.35,0.488888889,-0.872,1,,
1.25E+18,375106877,Beto_Kusyairy,,masa untuk social media distanc jugak untuk aku much stupid mani insult hatr everywher till,-0.022222222,0.522222222,-0.872,1,,
1.25E+18,1.10E+18,dope_papa23,,lose shit lil nigga shit someon,-0.2,0.8,-0.872,1,,
1.25E+18,479827017,ThatBloke_Jesus,,dude china ate bat whole world poor april fool ah shit sorri realli happen,-0.14,0.6,-0.872,1,,
1.25E+18,155432657,DnDClericHorgar,,see mani demand much worst critic make sad see,-0.333333333,0.833333333,-0.872,1,,
1.25E+18,559072571,Beto_Kusyairy,,masa untuk social media distanc jugak untuk aku much stupid mani insult hatr everywher till,-0.022222222,0.522222222,-0.872,1,,
1.25E+18,292147137,ThatBloke_Jesus,,dude china ate bat whole world poor april fool ah shit sorri realli happen,-0.14,0.6,-0.872,1,,
1.25E+18,8.45E+17,RepMaxineWaters,,trump incompet idiot sent ton ppe china earli ignor warn amp call covid concern,-0.35,0.488888889,-0.872,1,,
1.25E+18,2658259226,dope_papa23,,lose shit lil nigga shit someon,-0.2,0.8,-0.872,1,,
1.25E+18,1280584987,Beto_Kusyairy,,masa untuk social media distanc jugak untuk aku much stupid mani insult hatr everywher till,-0.022222222,0.522222222,-0.872,1,,
1.25E+18,7.97E+17,RepMaxineWaters,,trump incompet idiot sent ton ppe china earli ignor warn amp call covid concern,-0.35,0.488888889,-0.872,1,,
1.25E+18,9.95E+17,Beto_Kusyairy,,masa untuk social media distanc jugak untuk aku much stupid mani insult hatr everywher till,-0.022222222,0.522222222,-0.872,1,,
1.25E+18,1.15E+18,dope_papa23,,lose shit lil nigga shit someon,-0.2,0.8,-0.872,1,,
1.25E+18,1.18E+18,dope_papa23,,lose shit lil nigga shit someon,-0.2,0.8,-0.872,1,,
1.25E+18,3131915456,Beto_Kusyairy,,masa untuk social media distanc jugak untuk aku much stupid mani insult hatr everywher till,-0.022222222,0.522222222,-0.872,1,,
1.25E+18,2190380942,Beto_Kusyairy,,masa untuk social media distanc jugak untuk aku much stupid mani insult hatr everywher till,-0.022222222,0.522222222,-0.872,1,,
1.25E+18,2635351708,dope_papa23,,lose shit lil nigga shit someon,-0.2,0.8,-0.872,1,,
1.25E+18,1.19E+18,dope_papa23,,lose shit lil nigga shit someon,-0.2,0.8,-0.872,1,,
1.25E+18,632104763,RepMaxineWaters,,trump incompet idiot sent ton ppe china earli ignor warn amp call covid concern,-0.35,0.488888889,-0.872,1,,
1.25E+18,623884049,dope_papa23,,lose shit lil nigga shit someon,-0.2,0.8,-0.872,1,,
1.25E+18,7.58E+17,dope_papa23,,lose shit lil nigga shit someon,-0.2,0.8,-0.872,1,,
1.25E+18,2585784001,dope_papa23,,lose shit lil nigga shit someon,-0.2,0.8,-0.872,1,,
1.25E+18,3109103586,Beto_Kusyairy,,masa untuk social media distanc jugak untuk aku much stupid mani insult hatr everywher till,-0.022222222,0.522222222,-0.872,1,,
1.25E+18,2384771406,dope_papa23,,lose shit lil nigga shit someon,-0.2,0.8,-0.872,1,,
1.25E+18,35446345,pedoqpop,,masa untuk social media distanc jugak untuk aku much stupid mani insult hatr everywher till stay,-0.022222222,0.522222222,-0.872,1,,
1.25E+18,37088752,RepMaxineWaters,,trump incompet idiot sent ton ppe china earli ignor warn amp call covid concern,-0.35,0.488888889,-0.872,1,,
1.25E+18,1.23E+18,RepMaxineWaters,,trump incompet idiot sent ton ppe china earli ignor warn amp call covid concern,-0.35,0.488888889,-0.872,1,,
1.25E+18,611870779,dope_papa23,,lose shit lil nigga shit someon,-0.2,0.8,-0.872,1,,
1.25E+18,297696505,dope_papa23,,lose shit lil nigga shit someon,-0.2,0.8,-0.872,1,,
1.25E+18,3196773794,dope_papa23,,lose shit lil nigga shit someon,-0.2,0.8,-0.872,1,,
1.25E+18,1.16E+18,busy_artist,,peopl need stop say cring cultur dead unless realli mean hear everyon say hell yeah wi,-0.25625,0.54375,-0.872,1,,
1.25E+18,2743151698,dope_papa23,,lose shit lil nigga shit someon,-0.2,0.8,-0.872,1,,
1.25E+18,49430117,ThatBloke_Jesus,,dude china ate bat whole world poor april fool ah shit sorri realli happen,-0.14,0.6,-0.872,1,,
1.25E+18,1141277820,dope_papa23,,lose shit lil nigga shit someon,-0.2,0.8,-0.872,1,,
1.25E+18,1.02E+18,dope_papa23,,lose shit lil nigga shit someon,-0.2,0.8,-0.872,1,,
1.25E+18,4041147623,dope_papa23,,lose shit lil nigga shit someon,-0.2,0.8,-0.872,1,,
1.25E+18,3861663139,dope_papa23,,lose shit lil nigga shit someon,-0.2,0.8,-0.872,1,,
1.25E+18,9.95E+17,dope_papa23,,lose shit lil nigga shit someon,-0.2,0.8,-0.872,1,,
1.25E+18,1137724477,ThatBloke_Jesus,,dude china ate bat whole world poor april fool ah shit sorri realli happen,-0.14,0.6,-0.872,1,,
1.25E+18,968046253,Beto_Kusyairy,,masa untuk social media distanc jugak untuk aku much stupid mani insult hatr everywher till,-0.022222222,0.522222222,-0.872,1,,
1.25E+18,185040856,RepMaxineWaters,,trump incompet idiot sent ton ppe china earli ignor warn amp call covid concern,-0.35,0.488888889,-0.872,1,,
1.25E+18,136815254,RepMaxineWaters,,trump incompet idiot sent ton ppe china earli ignor warn amp call covid concern,-0.35,0.488888889,-0.872,1,,
1.25E+18,236521391,ThatBloke_Jesus,,dude china ate bat whole world poor april fool ah shit sorri realli happen,-0.14,0.6,-0.872,1,,
1.25E+18,8.74E+17,dope_papa23,,lose shit lil nigga shit someon,-0.2,0.8,-0.872,1,,
